order_id,paid_at,paid_sum
400971436,2022-06-03 00:26:31.570,2410.0
400971436,2022-06-03 00:30:58.033,1700.0
400980893,2022-06-03 00:51:07.290,3500.0
400966907,2022-06-03 01:08:07.767,6970.0
400568306,2022-06-03 01:50:59.490,9090.0
401014247,2022-06-03 03:00:05.503,3220.0
400226014,2022-06-03 03:48:56.787,5050.0
400556284,2022-06-03 04:14:30.340,5050.0
401005055,2022-06-03 04:32:06.620,1380.0
401034187,2022-06-03 04:58:05.703,4600.0
401034860,2022-06-03 05:06:05.253,7070.0
401040048,2022-06-03 05:22:07.647,4900.0
401045929,2022-06-03 05:35:07.623,4200.0
401046211,2022-06-03 06:00:08.073,2850.0
401048522,2022-06-03 06:18:47.143,4040.0
400376851,2022-06-03 07:06:37.537,4040.0
400342031,2022-06-03 07:12:09.993,4600.0
401061344,2022-06-03 07:19:17.007,4200.0
401095943,2022-06-03 07:53:10.760,920.0
401101711,2022-06-03 08:00:10.370,720.0
401098462,2022-06-03 08:03:06.543,3500.0
401115309,2022-06-03 08:09:08.817,5070.0
401082516,2022-06-03 08:31:19.907,6900.0
400335230,2022-06-03 08:44:14.640,1820.0
401134693,2022-06-03 08:49:05.650,1380.0
401133752,2022-06-03 08:53:11.323,2500.0
401143846,2022-06-03 09:05:08.150,720.0
401141491,2022-06-03 09:05:10.020,1070.0
401132017,2022-06-03 09:05:14.470,1070.0
401146472,2022-06-03 09:07:20.540,3210.0
401145816,2022-06-03 09:12:05.890,4600.0
401043960,2022-06-03 09:12:39.370,2020.0
401070310,2022-06-03 09:13:16.170,1450.0
401138608,2022-06-03 09:21:26.060,1820.0
401142893,2022-06-03 09:25:09.890,3210.0
401153025,2022-06-03 09:26:22.847,2850.0
401157040,2022-06-03 09:27:16.423,2140.0
401156014,2022-06-03 09:29:10.477,1450.0
401174081,2022-06-03 09:39:17.367,2740.0
401166223,2022-06-03 09:47:09.247,5600.0
401191669,2022-06-03 09:52:11.007,1820.0
401208013,2022-06-03 10:08:32.140,3210.0
401169975,2022-06-03 10:09:08.117,2850.0
401186554,2022-06-03 10:10:18.547,4600.0
401209386,2022-06-03 10:11:14.567,720.0
401215891,2022-06-03 10:14:11.210,3930.0
401215831,2022-06-03 10:15:10.993,1070.0
401217734,2022-06-03 10:15:16.390,1070.0
401214171,2022-06-03 10:16:06.227,920.0
400159323,2022-06-03 10:18:07.570,3220.0
401190133,2022-06-03 10:19:15.140,1790.0
400571842,2022-06-03 10:21:26.133,5070.0
401223812,2022-06-03 10:28:23.497,2140.0
401230204,2022-06-03 10:29:06.037,4600.0
401232119,2022-06-03 10:34:13.263,720.0
401239907,2022-06-03 10:42:13.390,1430.0
400499040,2022-06-03 10:46:34.770,8080.0
400921720,2022-06-03 10:50:08.383,1820.0
401248265,2022-06-03 10:52:20.107,5600.0
401208116,2022-06-03 10:56:14.167,2140.0
401245271,2022-06-03 10:57:16.253,4900.0
401262683,2022-06-03 10:59:14.040,720.0
401280417,2022-06-03 11:20:17.493,3210.0
401276749,2022-06-03 11:21:13.677,1450.0
401277050,2022-06-03 11:29:07.200,3930.0
401287185,2022-06-03 11:30:14.623,1790.0
401281319,2022-06-03 11:31:11.867,4280.0
401287267,2022-06-03 11:31:31.820,2140.0
401149824,2022-06-03 11:37:23.223,2850.0
401267808,2022-06-03 11:43:10.863,720.0
401295793,2022-06-03 11:44:10.390,2290.0
401312749,2022-06-03 11:51:11.610,1430.0
401316587,2022-06-03 11:52:17.617,2500.0
400866348,2022-06-03 11:52:59.170,920.0
401236393,2022-06-03 11:57:10.597,2140.0
401293945,2022-06-03 12:01:20.183,4600.0
400418057,2022-06-03 12:05:18.550,3930.0
400167955,2022-06-03 12:18:49.230,3680.0
400010534,2022-06-03 12:23:03.627,4600.0
401118701,2022-06-03 12:24:17.243,2020.0
400342203,2022-06-03 12:24:26.060,720.0
401328390,2022-06-03 12:38:47.490,4280.0
401317123,2022-06-03 12:41:27.073,1450.0
401264543,2022-06-03 12:42:25.493,2500.0
401315955,2022-06-03 12:42:30.317,3570.0
401329865,2022-06-03 12:43:02.137,920.0
401292246,2022-06-03 12:43:42.473,4200.0
401309777,2022-06-03 12:44:44.840,720.0
401344373,2022-06-03 12:45:45.997,720.0
401290673,2022-06-03 12:46:02.713,4200.0
401350907,2022-06-03 12:46:49.870,4200.0
401346512,2022-06-03 12:47:03.667,5350.0
401291388,2022-06-03 12:47:19.580,720.0
401352163,2022-06-03 12:48:59.827,2740.0
401356681,2022-06-03 12:49:57.193,1070.0
401369389,2022-06-03 12:53:36.203,1820.0
401366789,2022-06-03 12:53:38.537,3570.0
401359413,2022-06-03 12:54:21.377,920.0
401377120,2022-06-03 12:54:33.647,720.0
401354160,2022-06-03 13:00:21.223,1430.0
401396890,2022-06-03 13:06:12.790,2850.0
401107878,2022-06-03 13:08:09.613,2140.0
401394780,2022-06-03 13:08:12.780,3570.0
401309777,2022-06-03 13:12:49.320,470.0
401253542,2022-06-03 13:14:15.353,720.0
401413135,2022-06-03 13:14:25.220,7130.0
401403928,2022-06-03 13:19:14.447,1430.0
401417149,2022-06-03 13:20:17.147,2850.0
401418780,2022-06-03 13:26:06.660,1790.0
401433154,2022-06-03 13:30:07.547,720.0
400759004,2022-06-03 13:41:10.327,3030.0
401445645,2022-06-03 13:41:32.040,3570.0
401455017,2022-06-03 13:52:14.957,4200.0
401460057,2022-06-03 13:54:08.220,920.0
401285493,2022-06-03 13:55:23.253,5350.0
401290673,2022-06-03 13:56:38.483,2880.0
401107476,2022-06-03 14:02:11.590,1450.0
401476638,2022-06-03 14:12:17.513,2500.0
401480220,2022-06-03 14:13:22.920,3500.0
400449530,2022-06-03 14:14:11.263,3570.0
400600758,2022-06-03 14:17:31.933,3030.0
400620000,2022-06-03 14:28:17.800,4600.0
401499995,2022-06-03 14:30:19.370,5600.0
401443579,2022-06-03 14:33:10.423,3930.0
401131620,2022-06-03 14:33:38.880,3500.0
400771773,2022-06-03 14:35:09.473,5350.0
400906793,2022-06-03 14:39:40.120,3030.0
401500706,2022-06-03 14:41:19.567,1820.0
401513408,2022-06-03 14:45:10.663,2140.0
401513998,2022-06-03 14:45:15.737,720.0
401518006,2022-06-03 14:46:13.833,720.0
401521683,2022-06-03 14:50:13.160,2140.0
401521099,2022-06-03 14:50:19.007,1070.0
401470510,2022-06-03 14:53:10.217,6900.0
401469864,2022-06-03 14:56:11.193,920.0
401522505,2022-06-03 14:56:13.560,720.0
401523328,2022-06-03 15:05:14.450,1070.0
401543909,2022-06-03 15:07:09.283,6550.0
400281112,2022-06-03 15:08:33.347,10100.0
400917953,2022-06-03 15:11:54.070,2020.0
401558509,2022-06-03 15:18:20.000,1820.0
401559392,2022-06-03 15:20:19.210,1820.0
401583263,2022-06-03 15:29:11.917,1820.0
400365703,2022-06-03 15:32:24.667,7070.0
401593316,2022-06-03 15:33:19.653,2140.0
401560044,2022-06-03 15:36:17.083,3500.0
401605607,2022-06-03 15:44:19.870,720.0
401613352,2022-06-03 15:46:09.357,1380.0
401586044,2022-06-03 15:53:38.453,720.0
401623577,2022-06-03 15:54:27.370,1070.0
401624342,2022-06-03 15:54:42.783,9090.0
401630589,2022-06-03 15:57:32.513,3500.0
401627226,2022-06-03 15:58:32.497,1070.0
401603980,2022-06-03 15:58:47.493,720.0
401621040,2022-06-03 16:07:20.213,2850.0
401647673,2022-06-03 16:12:14.940,1450.0
401648725,2022-06-03 16:13:16.120,5600.0
401672562,2022-06-03 16:37:09.010,720.0
401652622,2022-06-03 16:39:25.883,3500.0
401699743,2022-06-03 16:40:22.473,1070.0
401698506,2022-06-03 16:42:32.193,3220.0
401672114,2022-06-03 16:43:12.223,1380.0
401521070,2022-06-03 16:47:13.863,8080.0
401559105,2022-06-03 16:47:19.083,1820.0
401464687,2022-06-03 16:48:06.330,1820.0
401682045,2022-06-03 16:52:13.177,2850.0
401544422,2022-06-03 16:54:19.350,2150.0
401712383,2022-06-03 16:55:26.453,720.0
401724097,2022-06-03 16:57:25.147,720.0
401710922,2022-06-03 16:59:10.590,720.0
401703930,2022-06-03 17:00:30.947,720.0
401673014,2022-06-03 17:08:06.287,1450.0
401544422,2022-06-03 17:08:26.533,1420.0
400849624,2022-06-03 17:09:51.943,20200.0
401662317,2022-06-03 17:15:24.810,5600.0
401727451,2022-06-03 17:18:09.773,1380.0
401697112,2022-06-03 17:19:18.043,4600.0
401752905,2022-06-03 17:21:17.190,1070.0
401761841,2022-06-03 17:27:19.837,1450.0
401754779,2022-06-03 17:28:13.500,5070.0
401726984,2022-06-03 17:30:29.540,5600.0
400126059,2022-06-03 17:32:27.613,13130.0
401402133,2022-06-03 17:40:23.470,2740.0
401528471,2022-06-03 17:48:22.133,920.0
401784246,2022-06-03 17:55:06.127,4200.0
401785701,2022-06-03 17:58:21.323,3210.0
400886152,2022-06-03 17:59:08.613,12120.0
401781166,2022-06-03 18:01:08.933,3500.0
400805925,2022-06-03 18:02:26.107,1380.0
401772956,2022-06-03 18:08:15.823,2020.0
401781917,2022-06-03 18:08:26.623,1430.0
401794560,2022-06-03 18:23:05.587,1430.0
401731328,2022-06-03 18:25:20.277,3930.0
401798944,2022-06-03 18:27:14.567,3570.0
400778028,2022-06-03 18:28:17.040,12120.0
400161391,2022-06-03 18:48:10.337,7770.0
401818796,2022-06-03 18:50:07.620,1070.0
401818796,2022-06-03 18:57:30.763,535.0
401460574,2022-06-03 18:58:17.550,920.0
401829893,2022-06-03 18:58:20.073,720.0
401395338,2022-06-03 18:58:22.230,1430.0
401829947,2022-06-03 19:01:14.467,4200.0
401116545,2022-06-03 19:01:54.493,14140.0
401802160,2022-06-03 19:03:16.460,720.0
401825942,2022-06-03 19:13:10.040,3570.0
401846645,2022-06-03 19:23:24.363,1450.0
401862406,2022-06-03 19:30:08.243,4600.0
401861855,2022-06-03 19:30:12.913,1450.0
401863220,2022-06-03 19:30:27.937,720.0
401871341,2022-06-03 19:46:08.003,1790.0
401649793,2022-06-03 19:52:51.060,3030.0
401874655,2022-06-03 19:55:06.030,1450.0
401846489,2022-06-03 19:58:08.413,720.0
401878418,2022-06-03 19:59:06.343,720.0
401870146,2022-06-03 20:00:08.000,720.0
400807312,2022-06-03 20:14:13.970,1820.0
401844248,2022-06-03 20:21:46.870,8080.0
400986953,2022-06-03 20:22:16.477,2740.0
400640724,2022-06-03 20:34:14.943,7770.0
401694268,2022-06-03 20:37:06.383,1380.0
401824337,2022-06-03 20:39:10.377,8570.0
401902554,2022-06-03 20:40:06.273,1430.0
401493671,2022-06-03 20:41:06.490,1450.0
401908233,2022-06-03 20:43:10.300,1380.0
400616176,2022-06-03 20:45:01.707,9090.0
401163671,2022-06-03 20:46:10.033,1450.0
401920455,2022-06-03 21:09:19.363,1820.0
401872858,2022-06-03 21:12:05.177,720.0
401932719,2022-06-03 21:19:18.020,1820.0
401955105,2022-06-03 21:43:11.617,5350.0
401961702,2022-06-03 21:57:10.927,720.0
401701154,2022-06-03 22:00:14.887,1450.0
400576302,2022-06-03 22:01:09.560,2740.0
401968380,2022-06-03 22:01:16.007,4200.0
400676468,2022-06-03 22:05:05.543,2500.0
400081766,2022-06-03 22:11:07.270,920.0
401267365,2022-06-03 22:25:10.167,7130.0
401887773,2022-06-03 22:42:27.347,7070.0
400676468,2022-06-03 22:48:00.877,1250.0
400084027,2022-06-03 22:54:08.960,7070.0
401439336,2022-06-03 23:03:41.083,15150.0
401982196,2022-06-03 23:05:05.767,2500.0
400676468,2022-06-03 23:09:20.997,5000.0
401894668,2022-06-03 23:14:54.117,10100.0
401982267,2022-06-03 23:17:09.453,5600.0
401998857,2022-06-03 23:50:05.133,1430.0
401993718,2022-06-03 23:51:05.093,720.0
400117056,2022-06-03 23:51:07.250,3220.0
402004304,2022-06-04 00:02:38.200,1430.0
402004184,2022-06-04 00:07:05.747,3680.0
402010513,2022-06-04 00:24:07.917,1430.0
400421902,2022-06-04 00:34:16.050,4280.0
401271542,2022-06-04 01:06:04.613,2850.0
402021164,2022-06-04 01:27:05.730,2140.0
402029557,2022-06-04 01:43:08.080,2500.0
402028530,2022-06-04 01:50:08.167,1070.0
400073383,2022-06-04 01:55:27.653,10100.0
402030189,2022-06-04 02:00:05.567,720.0
402037459,2022-06-04 02:10:07.990,720.0
402044487,2022-06-04 02:19:05.967,720.0
402044787,2022-06-04 02:29:05.387,2500.0
401521425,2022-06-04 03:09:01.613,5050.0
401340897,2022-06-04 03:18:06.973,6900.0
400075533,2022-06-04 03:34:32.293,1790.0
402059663,2022-06-04 03:59:15.133,2850.0
400445181,2022-06-04 04:12:55.457,2150.0
402072497,2022-06-04 04:49:05.310,1430.0
402074342,2022-06-04 05:24:05.767,2150.0
401732255,2022-06-04 05:27:53.977,11110.0
402075446,2022-06-04 05:39:09.433,1380.0
402069921,2022-06-04 05:49:05.657,720.0
402084275,2022-06-04 06:00:23.163,2850.0
401080360,2022-06-04 06:12:57.157,5050.0
401604622,2022-06-04 06:33:17.023,2850.0
401330204,2022-06-04 06:33:30.667,3930.0
402085295,2022-06-04 06:34:38.457,720.0
402065029,2022-06-04 06:34:48.867,2500.0
402100225,2022-06-04 06:39:05.677,4600.0
402103122,2022-06-04 06:42:06.257,3210.0
401365207,2022-06-04 06:42:19.640,20200.0
402102803,2022-06-04 06:44:18.147,5600.0
402106513,2022-06-04 07:05:10.033,1430.0
401960412,2022-06-04 07:07:09.153,4600.0
402107803,2022-06-04 07:15:07.690,720.0
400071214,2022-06-04 07:20:09.967,3220.0
402115052,2022-06-04 07:23:10.400,2140.0
402120606,2022-06-04 07:26:05.977,2740.0
402129328,2022-06-04 07:32:10.757,720.0
402129260,2022-06-04 07:37:18.233,3500.0
400875714,2022-06-04 07:41:49.063,3060.0
402138341,2022-06-04 08:02:09.243,2290.0
402140323,2022-06-04 08:06:09.120,2850.0
402148918,2022-06-04 08:11:08.013,3570.0
402153161,2022-06-04 08:25:07.093,1430.0
401962071,2022-06-04 08:25:11.813,2500.0
402151092,2022-06-04 08:33:09.333,2740.0
402165080,2022-06-04 08:36:08.060,920.0
400030345,2022-06-04 08:50:05.493,1790.0
402170760,2022-06-04 08:59:11.060,5600.0
402173376,2022-06-04 09:00:09.940,1430.0
401962071,2022-06-04 09:00:41.227,1250.0
402179311,2022-06-04 09:16:14.427,2140.0
402193673,2022-06-04 09:21:06.133,1380.0
402141129,2022-06-04 09:21:10.123,2290.0
402193280,2022-06-04 09:22:05.643,720.0
402196190,2022-06-04 09:28:12.297,3570.0
401965472,2022-06-04 09:28:20.723,720.0
402185518,2022-06-04 09:34:18.857,1070.0
402199140,2022-06-04 09:35:12.577,1070.0
402136769,2022-06-04 09:45:16.073,3220.0
402203180,2022-06-04 09:46:29.787,1430.0
402220567,2022-06-04 09:54:18.243,4600.0
402216599,2022-06-04 10:02:22.113,920.0
401491903,2022-06-04 10:06:11.440,3680.0
402225368,2022-06-04 10:08:17.390,720.0
402046345,2022-06-04 10:09:27.237,1790.0
402229502,2022-06-04 10:11:39.080,10100.0
402231637,2022-06-04 10:16:22.490,2150.0
402109923,2022-06-04 10:19:06.283,2850.0
401473495,2022-06-04 10:19:52.917,7070.0
402230010,2022-06-04 10:25:11.997,920.0
402233716,2022-06-04 10:25:17.570,4900.0
400508671,2022-06-04 10:31:56.940,2140.0
402246117,2022-06-04 10:41:20.393,3680.0
402204175,2022-06-04 10:42:12.733,4200.0
401753044,2022-06-04 10:45:13.593,3220.0
402201023,2022-06-04 10:45:22.713,1450.0
402274293,2022-06-04 10:48:18.623,3210.0
402254384,2022-06-04 10:52:14.113,720.0
402274527,2022-06-04 10:54:12.803,920.0
402275297,2022-06-04 10:58:17.147,1450.0
402272203,2022-06-04 11:05:13.527,720.0
402277395,2022-06-04 11:08:07.593,720.0
402291727,2022-06-04 11:13:20.680,2740.0
402289434,2022-06-04 11:14:05.930,720.0
401144506,2022-06-04 11:16:29.957,2500.0
402273148,2022-06-04 11:19:20.493,720.0
402306955,2022-06-04 11:32:17.567,720.0
402299922,2022-06-04 11:33:28.237,3500.0
402261079,2022-06-04 11:38:47.617,8080.0
402300143,2022-06-04 11:40:27.850,720.0
402307350,2022-06-04 11:42:31.557,4600.0
402308714,2022-06-04 11:45:21.660,3500.0
402315120,2022-06-04 11:52:24.983,1450.0
402332617,2022-06-04 11:57:16.543,2740.0
402338416,2022-06-04 12:02:09.380,1380.0
401545253,2022-06-04 12:03:20.707,920.0
402328006,2022-06-04 12:04:18.573,1790.0
401613892,2022-06-04 12:27:02.140,720.0
401632317,2022-06-04 12:27:49.930,1070.0
400711040,2022-06-04 12:36:51.933,720.0
402326472,2022-06-04 12:38:18.840,720.0
402193997,2022-06-04 12:38:29.337,2500.0
402370547,2022-06-04 12:41:54.887,720.0
402373362,2022-06-04 12:43:02.483,2850.0
402376803,2022-06-04 12:43:23.203,3570.0
402358161,2022-06-04 12:50:13.140,9090.0
401800863,2022-06-04 12:50:24.730,4200.0
402391496,2022-06-04 12:52:41.840,1430.0
402404294,2022-06-04 13:00:19.467,2140.0
402410632,2022-06-04 13:02:14.810,2500.0
401993718,2022-06-04 13:11:14.840,360.0
401968594,2022-06-04 13:12:18.083,2020.0
402222985,2022-06-04 13:14:01.177,5000.0
402377214,2022-06-04 13:19:13.993,3570.0
402429024,2022-06-04 13:20:19.627,920.0
402244042,2022-06-04 13:28:42.387,2150.0
402431371,2022-06-04 13:29:10.967,1070.0
402294035,2022-06-04 13:31:05.987,3210.0
401909282,2022-06-04 13:35:14.050,1430.0
402406705,2022-06-04 13:35:15.700,720.0
402438710,2022-06-04 13:36:12.080,5600.0
402438848,2022-06-04 13:37:16.773,2140.0
402448208,2022-06-04 13:39:14.423,1820.0
402450400,2022-06-04 13:42:20.700,3220.0
402442312,2022-06-04 13:46:28.777,720.0
402260268,2022-06-04 13:49:25.523,4040.0
402462796,2022-06-04 13:50:21.727,3220.0
402433139,2022-06-04 13:51:11.110,2150.0
402459439,2022-06-04 13:57:18.357,1450.0
401937366,2022-06-04 13:59:10.733,1820.0
402346986,2022-06-04 13:59:25.117,2020.0
402244668,2022-06-04 14:07:06.593,5600.0
402479092,2022-06-04 14:15:16.853,1070.0
402351787,2022-06-04 14:17:48.510,3930.0
401805027,2022-06-04 14:23:54.860,1450.0
402503666,2022-06-04 14:30:19.877,1070.0
402509267,2022-06-04 14:33:06.520,5070.0
402500591,2022-06-04 14:36:22.493,1790.0
402496238,2022-06-04 14:37:32.930,4040.0
400036768,2022-06-04 14:42:33.103,9180.0
402307473,2022-06-04 14:43:11.710,2500.0
402526501,2022-06-04 14:50:12.963,2500.0
402527981,2022-06-04 14:53:21.793,1070.0
402531053,2022-06-04 14:54:14.007,1430.0
