order_id,created_at,put_at,closed_at,issued_sum
400126059,2022-06-02 08:24:31.000,2022-06-02 09:29:11.980,2022-06-03 17:32:27.613,13000.0
400126932,2022-06-02 08:24:58.000,2022-06-18 09:40:55.347,2022-06-30 21:53:54.073,9000.0
400127558,2022-06-02 08:35:08.000,2022-06-14 16:49:24.483,2022-08-05 09:21:48.267,1720.0
400127647,2022-06-02 08:36:05.997,2022-06-02 08:52:19.260,2022-06-10 19:00:51.127,7000.0
400128637,2022-06-02 08:37:15.000,2022-06-02 08:56:56.887,,8500.0
400131779,2022-06-02 08:55:45.000,2022-06-02 14:06:15.220,2022-06-22 15:13:02.093,2720.0
400133111,2022-06-02 08:55:53.997,2022-06-03 13:05:42.337,2022-06-21 15:35:45.617,6000.0
400134285,2022-06-02 08:57:11.997,2022-06-26 11:46:39.380,2022-10-02 18:06:31.750,12210.0
400135416,2022-06-02 08:58:35.997,2022-06-02 14:37:00.510,2022-06-12 15:20:36.973,9000.0
400137396,2022-06-02 09:06:12.997,2022-06-02 14:56:19.343,2022-06-29 06:24:54.270,5820.0
400138751,2022-06-02 09:09:50.997,2022-06-02 09:13:42.547,2022-06-02 09:39:18.877,11000.0
400142172,2022-06-02 09:12:12.000,2022-06-02 09:17:34.093,2022-06-15 19:36:55.880,6790.0
400144736,2022-06-02 09:12:26.997,2022-06-02 09:58:35.873,2022-11-03 23:29:27.197,6850.0
400145464,2022-06-02 09:12:37.000,2022-06-20 23:15:14.083,2022-10-13 10:52:11.553,1000.0
400150416,2022-06-02 09:13:01.000,2022-06-02 09:14:07.283,2022-06-13 15:58:01.663,6790.0
400151171,2022-06-02 09:15:05.997,2022-06-02 09:16:53.817,2022-06-16 13:01:36.643,15000.0
400158902,2022-06-02 09:15:29.997,2022-06-27 17:20:14.737,2022-07-27 09:49:25.430,8000.0
400159323,2022-06-02 09:17:05.997,2022-06-02 09:24:15.907,2022-10-30 16:21:13.437,10220.0
400161391,2022-06-02 09:17:16.997,2022-06-03 18:47:00.773,2022-11-11 16:04:06.020,25770.0
400161627,2022-06-02 09:17:38.000,2022-06-02 09:19:59.230,,11680.0
400161775,2022-06-02 09:19:04.997,2022-06-10 03:15:15.023,2022-08-17 06:28:10.627,8140.0
400166145,2022-06-02 09:19:50.997,2022-06-02 09:22:51.827,2022-06-15 12:01:08.560,3000.0
400167494,2022-06-02 09:21:26.997,2022-06-02 11:42:30.523,2022-06-16 17:57:16.530,12210.0
400167955,2022-06-02 09:22:58.000,2022-06-02 10:21:36.280,2022-07-04 09:11:33.433,11680.0
400170165,2022-06-02 09:22:58.000,2022-06-06 17:54:47.340,2022-06-06 18:37:36.457,10000.0
400171697,2022-06-02 09:23:09.997,2022-06-02 09:29:06.407,2022-06-14 09:11:54.803,3000.0
400172533,2022-06-02 09:23:38.000,2022-06-06 12:50:08.620,2022-07-04 16:54:58.963,5430.0
400173126,2022-06-02 09:23:55.997,2022-06-02 09:25:26.067,,11680.0
400175023,2022-06-02 09:24:48.997,2022-07-01 05:55:13.410,2022-09-26 17:25:39.987,13570.0
400176877,2022-06-02 09:27:07.000,2022-06-24 11:29:31.080,2022-06-30 07:55:50.800,9000.0
400177925,2022-06-02 09:28:52.000,2022-06-04 19:46:09.350,2022-06-11 10:00:37.960,1000.0
400184670,2022-06-02 09:28:52.000,2022-06-02 09:37:22.253,,2720.0
400185392,2022-06-02 09:30:19.000,2022-06-02 10:44:06.880,2022-06-28 08:08:51.030,4070.0
400187495,2022-06-02 09:30:21.997,2022-06-05 17:49:46.780,,14600.0
400188842,2022-06-02 09:32:12.997,2022-06-28 10:46:22.077,2022-06-29 07:36:04.710,11000.0
400188945,2022-06-02 09:32:22.997,2022-06-07 14:18:53.400,2022-09-01 16:56:43.443,5820.0
400190270,2022-06-02 09:32:44.997,2022-06-02 10:18:07.440,2022-06-02 19:26:43.493,2000.0
400191152,2022-06-02 09:34:04.000,2022-06-02 09:37:24.480,2022-06-15 08:37:51.773,9000.0
400192894,2022-06-02 09:35:33.997,2022-06-02 09:37:11.007,2022-07-30 04:43:03.650,5820.0
400197918,2022-06-02 09:37:34.997,2022-06-02 10:40:48.017,2022-06-20 21:57:24.927,2720.0
400198952,2022-06-02 09:38:07.000,2022-06-02 09:56:44.193,2022-06-26 13:03:16.037,5820.0
400199918,2022-06-02 09:40:26.000,2022-06-02 09:57:43.967,,1720.0
400202732,2022-06-02 09:40:29.000,2022-06-02 10:09:09.503,,8500.0
400205211,2022-06-02 09:44:05.997,2022-06-02 09:49:25.483,2022-06-15 20:37:50.313,5000.0
400206906,2022-06-02 09:45:54.000,2022-06-02 09:48:20.930,2022-06-11 13:29:01.170,9500.0
400207349,2022-06-02 09:46:29.000,2022-06-02 09:58:39.103,2022-09-30 09:33:24.873,10220.0
400210888,2022-06-02 09:47:07.000,2022-06-02 10:03:51.873,2022-07-14 14:04:04.510,9000.0
400214630,2022-06-02 09:48:52.000,2022-06-02 09:54:34.717,,1720.0
400214846,2022-06-02 09:50:42.997,2022-06-02 09:53:33.177,2022-08-26 13:11:50.793,1720.0
400215819,2022-06-02 09:51:22.000,2022-06-02 09:56:09.650,2022-09-22 22:28:15.237,11680.0
400216932,2022-06-02 09:52:25.997,2022-06-02 10:01:42.463,2022-06-07 12:11:03.767,15000.0
400220057,2022-06-02 10:05:29.000,2022-06-02 13:48:38.030,2022-06-14 09:36:06.590,4000.0
400221595,2022-06-02 10:09:53.000,2022-06-02 10:24:32.977,2022-07-04 20:16:08.223,5150.0
400224041,2022-06-02 10:11:03.997,2022-06-02 10:18:42.433,2022-08-16 17:24:15.893,13570.0
400226014,2022-06-02 10:11:14.000,2022-06-02 10:18:32.713,2022-06-03 03:48:56.787,5000.0
400226131,2022-06-02 10:12:02.000,2022-06-02 10:17:56.717,2022-07-26 17:32:11.473,1720.0
400226597,2022-06-02 10:12:59.997,2022-06-02 10:18:13.480,2022-07-12 07:07:40.620,1720.0
400227679,2022-06-02 10:15:32.997,2022-06-02 17:36:10.550,2022-11-13 23:20:51.750,13570.0
400228024,2022-06-02 10:15:46.000,2022-06-02 10:26:59.493,,1720.0
400228093,2022-06-02 10:16:56.000,2022-06-06 14:48:55.953,2022-07-21 14:11:05.173,1720.0
400229644,2022-06-02 10:16:58.997,2022-06-02 10:30:43.987,2022-07-03 00:30:39.987,13600.0
400231132,2022-06-02 10:17:41.000,2022-06-02 10:23:51.477,2022-08-08 20:36:02.087,10850.0
400235274,2022-06-02 10:17:52.997,2022-06-02 10:20:31.063,2022-07-07 17:57:01.563,5820.0
400236942,2022-06-02 10:22:56.000,2022-06-02 10:26:40.537,2022-10-28 16:23:30.623,1720.0
400238045,2022-06-02 10:23:55.997,2022-06-02 10:27:52.753,2022-06-20 13:15:58.487,7000.0
400239603,2022-06-02 10:24:17.997,2022-06-16 11:56:04.797,2022-08-12 15:04:07.350,1720.0
400240665,2022-06-02 10:25:43.997,2022-06-06 12:23:35.030,2022-08-31 21:52:54.117,4380.0
400240995,2022-06-02 10:26:31.997,2022-06-02 10:37:48.367,,1720.0
400243363,2022-06-02 10:26:44.000,2022-06-02 10:29:13.143,2022-06-06 12:36:06.193,4000.0
400244247,2022-06-02 10:28:54.997,2022-06-02 15:41:43.863,2022-06-10 21:46:53.870,16280.0
400248181,2022-06-02 10:30:07.997,2022-06-02 10:34:07.513,2022-06-10 09:52:53.300,2000.0
400252525,2022-06-02 10:30:49.000,2022-06-02 10:32:24.227,2022-08-11 07:43:26.013,13570.0
400254193,2022-06-02 10:31:24.997,2022-07-01 17:31:11.047,2022-07-11 21:01:35.070,20000.0
400254602,2022-06-02 10:33:04.997,2022-06-02 10:35:04.120,2022-06-22 16:13:37.227,6790.0
400255857,2022-06-02 10:34:01.997,2022-06-23 11:03:34.977,2022-07-16 14:39:58.910,2000.0
400256863,2022-06-02 10:35:00.997,2022-06-02 10:37:43.017,2022-08-15 16:12:29.020,13570.0
400258025,2022-06-02 10:37:54.997,2022-06-02 10:46:40.153,2022-08-02 04:06:18.183,13570.0
400259900,2022-06-02 10:40:03.000,2022-06-02 11:34:06.877,2022-06-10 00:35:53.603,12210.0
400260014,2022-06-02 10:47:19.997,2022-06-02 10:52:16.997,2022-06-26 16:05:58.520,28570.0
400261682,2022-06-02 10:48:48.000,2022-06-02 11:05:05.977,2022-08-16 05:46:05.590,14600.0
400263317,2022-06-02 10:49:47.997,2022-06-02 10:51:11.070,2022-06-27 02:52:01.450,13570.0
400265382,2022-06-02 10:50:08.000,2022-06-02 11:01:10.310,2022-06-17 20:08:53.707,12000.0
400265498,2022-06-02 10:52:30.000,2022-06-12 07:17:23.637,2022-06-20 05:00:11.923,9000.0
400266678,2022-06-02 10:54:21.997,2022-06-02 16:23:20.043,2022-06-22 09:15:36.617,4070.0
400266785,2022-06-02 10:55:20.000,2022-06-02 10:56:36.647,2022-06-10 15:12:30.187,6000.0
400269548,2022-06-02 10:56:38.997,2022-06-02 11:04:55.020,2022-08-11 20:52:23.493,12210.0
400275225,2022-06-02 10:57:08.000,2022-06-09 12:17:29.113,2022-06-24 21:15:08.657,11000.0
400276098,2022-06-02 11:00:46.997,2022-06-02 11:12:32.600,2022-07-24 17:37:59.487,2920.0
400279438,2022-06-02 11:01:10.997,2022-07-01 09:16:58.317,2022-07-06 12:52:24.457,4000.0
400279662,2022-06-02 11:04:18.000,2022-07-01 19:59:28.947,2022-07-11 20:47:19.963,4000.0
400281112,2022-06-02 11:05:41.000,2022-06-02 11:07:25.303,2022-06-03 15:08:33.347,10000.0
400282209,2022-06-02 11:10:16.997,2022-06-05 13:16:46.130,2022-06-09 12:51:33.253,4000.0
400282460,2022-06-02 11:10:19.997,2022-06-04 18:03:32.053,2022-06-24 08:14:23.730,5000.0
400283962,2022-06-02 11:10:19.997,2022-06-02 11:12:12.340,2022-06-06 20:12:44.270,2000.0
400286028,2022-06-02 11:16:08.997,2022-06-02 11:19:25.250,2022-06-17 22:41:33.247,7000.0
400287744,2022-06-02 11:16:38.997,2022-06-02 11:36:51.093,2022-09-07 10:22:23.433,13200.0
400289103,2022-06-02 11:22:03.997,2022-06-02 11:24:04.877,2022-06-07 20:24:43.553,3000.0
400291013,2022-06-02 11:22:28.997,2022-06-02 11:54:51.170,2022-07-03 16:23:53.407,3450.0
400293280,2022-06-02 11:22:32.000,2022-07-02 11:23:56.280,,1000.0
400295722,2022-06-02 11:23:11.997,2022-06-02 11:35:52.233,2022-08-16 22:54:43.647,5150.0
400296251,2022-06-02 11:24:02.997,2022-06-02 11:27:32.040,2022-06-16 18:34:32.317,6000.0
400296296,2022-06-02 11:27:12.997,2022-06-02 11:30:56.823,2022-11-01 22:09:50.800,4380.0
400297219,2022-06-02 11:30:37.000,2022-06-02 12:43:45.233,2022-06-08 05:57:38.030,15000.0
400299826,2022-06-02 11:30:58.000,2022-06-02 11:38:21.107,2022-07-06 18:09:34.317,4070.0
400303182,2022-06-02 11:32:30.000,2022-06-02 11:33:29.800,2022-08-10 11:19:36.817,4380.0
400310875,2022-06-02 11:33:32.000,2022-06-02 11:37:22.457,2022-06-15 15:48:30.357,7000.0
400314003,2022-06-02 11:35:52.997,2022-06-02 11:37:18.507,2022-07-26 17:54:44.473,5820.0
400314724,2022-06-02 11:37:12.997,2022-06-02 11:46:05.147,2022-06-17 07:14:56.350,5000.0
400315441,2022-06-02 11:38:49.000,2022-06-02 15:09:20.407,2022-06-24 18:55:31.573,17520.0
400315636,2022-06-02 11:39:08.000,2022-06-02 11:40:18.960,2022-06-16 14:58:49.557,13570.0
400315639,2022-06-02 11:40:23.997,2022-06-02 12:27:53.207,2022-10-11 09:34:20.460,2720.0
400315960,2022-06-02 11:40:41.000,2022-06-02 11:54:51.447,2022-06-10 14:46:19.830,2000.0
400317686,2022-06-02 11:41:30.997,2022-06-02 12:03:16.680,2022-09-18 01:52:10.460,1720.0
400320235,2022-06-02 11:42:43.997,2022-06-02 11:47:48.523,2022-06-29 22:33:57.227,4070.0
400323649,2022-06-02 11:44:33.000,2022-06-02 12:17:59.450,2022-08-15 20:26:46.187,2920.0
400329347,2022-06-02 11:44:33.000,2022-06-05 12:15:38.847,2022-06-21 04:35:23.993,7290.0
400330375,2022-06-02 11:44:33.000,2022-06-02 12:04:04.797,,5820.0
400330890,2022-06-02 11:47:41.997,2022-06-29 14:36:01.593,,3000.0
400334249,2022-06-02 11:48:14.000,2022-06-16 15:43:11.790,2022-07-28 16:23:25.603,20350.0
400335230,2022-06-02 11:49:05.000,2022-06-03 08:43:03.400,2022-09-14 09:14:01.240,5820.0
400336530,2022-06-02 11:50:30.000,2022-06-13 06:40:21.690,2022-07-22 10:01:43.993,9500.0
400336827,2022-06-02 11:50:33.000,2022-06-19 21:08:21.453,2022-07-04 14:06:06.900,20000.0
400340435,2022-06-02 11:50:50.000,2022-06-02 12:19:56.287,2022-08-17 16:12:17.200,13600.0
400340440,2022-06-02 11:50:52.997,2022-06-02 11:52:59.150,2022-06-16 17:02:08.443,7000.0
400342031,2022-06-02 11:59:52.000,2022-06-03 07:10:40.367,,14600.0
400342203,2022-06-02 12:01:46.997,2022-06-02 12:06:08.363,,1720.0
400344220,2022-06-02 12:02:56.997,2022-06-02 12:04:24.330,2022-06-13 14:03:04.893,2000.0
400344375,2022-06-02 12:04:14.997,2022-06-02 12:15:17.860,,13570.0
400345089,2022-06-02 12:06:20.000,2022-06-02 12:09:12.847,2022-06-18 18:41:08.510,5000.0
400347842,2022-06-02 12:06:44.000,2022-06-02 12:08:58.523,2022-06-13 14:31:23.163,2720.0
400348896,2022-06-02 12:08:31.000,2022-06-02 12:12:43.613,2022-06-06 11:27:10.470,2000.0
400350826,2022-06-02 12:12:34.997,2022-06-02 12:19:00.697,2022-07-06 21:11:42.663,8500.0
400351523,2022-06-02 12:16:55.000,2022-06-29 09:26:44.957,2022-07-07 05:36:34.033,9500.0
400352696,2022-06-02 12:18:37.000,2022-06-02 12:23:32.003,2022-08-29 13:30:57.677,11680.0
400353598,2022-06-02 12:18:42.997,2022-06-02 12:20:10.197,2022-07-21 21:09:33.757,16280.0
400355112,2022-06-02 12:18:58.997,2022-06-02 12:23:06.310,2022-06-16 20:58:09.077,5000.0
400356767,2022-06-02 12:20:19.997,2022-06-02 12:23:18.983,2022-08-04 20:27:00.493,14600.0
400356961,2022-06-02 12:22:28.000,2022-06-02 16:46:59.680,2022-07-15 14:31:48.007,13570.0
400357964,2022-06-02 12:22:41.000,2022-06-02 12:23:45.083,2022-06-14 13:40:31.680,2720.0
400358103,2022-06-02 12:23:35.000,2022-06-02 12:24:44.897,2022-06-17 21:36:48.067,5000.0
400358890,2022-06-02 12:24:30.997,2022-06-02 13:31:09.783,2022-11-15 11:45:41.017,11900.0
400359928,2022-06-02 12:24:51.000,2022-06-02 12:52:30.987,2022-06-19 23:14:10.040,10850.0
400360313,2022-06-02 12:27:40.997,2022-06-02 12:29:36.303,2022-06-13 22:07:42.450,4070.0
400360507,2022-06-02 12:32:36.997,2022-06-02 17:04:30.290,,3450.0
400362477,2022-06-02 12:34:15.000,2022-06-02 12:36:55.470,2022-08-06 19:28:18.977,12210.0
400363521,2022-06-02 12:36:08.000,2022-06-02 12:38:19.050,2022-06-08 18:32:40.860,3000.0
400364684,2022-06-02 12:40:42.000,2022-06-02 12:42:54.573,2022-08-01 19:29:47.743,5820.0
400365703,2022-06-02 12:40:51.000,2022-06-02 12:41:49.170,2022-06-03 15:32:24.667,7000.0
400368059,2022-06-02 12:42:52.000,2022-06-02 12:43:44.003,2022-06-21 12:37:39.787,13570.0
400369128,2022-06-02 12:47:42.000,2022-06-05 09:25:07.247,2022-06-08 17:15:42.910,8000.0
400369346,2022-06-02 12:48:11.000,2022-06-25 00:56:41.143,2022-06-25 19:10:26.810,6000.0
400372286,2022-06-02 12:50:26.000,2022-06-02 14:44:20.907,2022-06-10 16:05:25.287,9000.0
400372755,2022-06-02 12:50:40.997,2022-06-04 18:11:45.440,2022-08-04 10:11:25.857,10220.0
400374700,2022-06-02 12:51:04.997,2022-06-02 12:52:43.147,2022-07-08 12:40:51.627,2720.0
400375771,2022-06-02 12:51:52.997,2022-06-02 12:54:05.600,,2000.0
400376851,2022-06-02 12:54:01.997,2022-06-02 13:00:22.493,2022-06-03 07:06:37.537,4000.0
400377148,2022-06-02 12:56:24.997,2022-06-02 12:59:35.513,2022-06-10 12:35:15.193,3000.0
400378768,2022-06-02 12:56:59.997,2022-06-02 13:14:31.377,,13600.0
400381720,2022-06-02 12:57:31.000,2022-06-02 13:02:20.270,2022-08-23 11:36:13.127,1720.0
400381961,2022-06-02 12:57:58.997,2022-06-03 20:56:09.690,2022-06-18 19:30:46.673,6000.0
400382490,2022-06-02 12:58:19.000,2022-06-02 13:10:16.013,2022-06-13 09:03:01.633,5000.0
400388678,2022-06-02 13:04:25.000,2022-06-02 13:24:53.943,2022-06-12 21:36:38.360,8000.0
400389456,2022-06-02 13:10:06.000,2022-06-06 21:33:05.107,2022-08-10 19:17:25.420,5820.0
400390973,2022-06-02 13:10:15.000,2022-06-02 23:00:32.313,2022-06-12 07:50:03.303,2000.0
400391020,2022-06-02 13:11:19.997,2022-07-02 14:00:44.670,2022-07-06 16:24:05.183,1000.0
400397982,2022-06-02 13:11:22.997,2022-06-08 13:25:38.730,2022-06-10 13:20:23.297,12000.0
400398422,2022-06-02 13:11:25.997,2022-06-04 12:09:30.740,2022-07-01 10:54:11.903,2920.0
400399194,2022-06-02 13:11:36.997,2022-06-11 11:30:21.473,2022-07-09 14:16:48.320,2920.0
400399283,2022-06-02 13:11:43.000,2022-06-02 13:14:21.277,2022-08-13 22:33:10.350,17520.0
400399668,2022-06-02 13:12:40.997,2022-06-02 13:14:27.103,2022-06-12 09:55:58.130,8000.0
400400003,2022-06-02 13:15:24.997,2022-06-02 19:29:04.357,2022-10-29 21:00:03.123,14600.0
400400622,2022-06-02 13:17:03.000,2022-06-02 13:31:05.820,2022-08-12 12:41:04.787,2720.0
400400736,2022-06-02 13:17:17.000,2022-06-05 15:06:03.490,2022-06-06 12:59:52.507,10000.0
400401780,2022-06-02 13:18:49.997,2022-06-03 08:01:32.727,2022-06-07 07:30:59.490,5000.0
400402167,2022-06-02 13:21:51.000,2022-06-02 13:30:44.380,2022-06-16 10:35:43.510,8000.0
400404834,2022-06-02 13:22:03.997,2022-06-02 13:25:29.780,2022-06-15 23:14:50.997,9000.0
400405826,2022-06-02 13:23:12.000,2022-06-06 03:37:41.887,2022-06-20 08:30:29.967,3000.0
400406301,2022-06-02 13:26:50.997,2022-06-02 13:32:38.420,2022-06-16 22:18:42.180,7000.0
400406666,2022-06-02 13:29:28.000,2022-06-25 09:42:00.937,2022-06-30 13:48:41.460,2000.0
400408053,2022-06-02 13:30:41.000,2022-06-02 13:40:52.833,2022-09-24 09:18:56.410,5820.0
400408175,2022-06-02 13:30:44.000,2022-06-18 09:49:20.453,2022-07-03 19:54:15.297,4000.0
400410494,2022-06-02 13:31:35.000,2022-06-02 13:38:35.873,2022-06-08 14:44:26.827,1000.0
400413367,2022-06-02 13:37:30.997,2022-06-10 19:41:53.357,,3450.0
400413432,2022-06-02 13:37:54.000,2022-06-02 13:43:05.310,,5430.0
400413597,2022-06-02 13:38:43.000,2022-06-02 15:00:06.193,2022-06-08 20:07:08.517,4000.0
400414928,2022-06-02 13:41:29.000,2022-06-02 13:44:12.770,,2720.0
400416098,2022-06-02 13:43:11.997,2022-06-17 13:51:29.250,,1720.0
400416729,2022-06-02 13:43:23.997,2022-06-05 17:34:40.327,,1720.0
400418057,2022-06-02 13:43:52.000,2022-06-03 12:03:08.427,2022-06-19 16:23:05.053,14930.0
