order_id,plan_at,plan_sum_total
400020168,2022-07-17,10415.85
400020168,2022-08-01,11939.85
400020168,2022-08-16,13427.85
400020168,2022-08-31,14870.97
400020168,2022-09-15,16266.83
400020168,2022-09-30,17615.73
400020168,2022-10-15,18917.97
400020168,2022-10-30,20173.85
400020168,2022-11-14,21376.25
400020168,2022-11-29,22576.25
400024960,2022-06-02,2500.0
400024960,2022-06-09,3750.0
400024960,2022-06-24,5079.13
400024960,2022-07-09,5942.76
400024960,2022-07-24,6806.39
400024960,2022-08-08,7670.02
400024960,2022-08-23,8533.65
400024960,2022-09-07,9397.28
400024960,2022-09-22,10260.91
400024960,2022-10-07,11124.54
400024960,2022-10-22,11988.17
400024960,2022-11-06,12851.8
400024960,2022-11-21,13715.5
400027696,2022-06-17,8050.0
400028637,2022-07-05,4684.39
400029446,2022-06-02,2140.0
400029446,2022-06-09,3210.0
400029446,2022-06-24,4405.84
400029446,2022-07-09,5145.84
400029446,2022-07-24,5885.84
400029446,2022-08-08,6625.84
400029446,2022-08-23,7365.84
400029446,2022-09-07,8105.84
400029446,2022-09-22,8845.84
400029446,2022-10-07,9585.84
400029446,2022-10-22,10325.84
400029446,2022-11-06,11065.84
400029446,2022-11-21,11805.84
400030345,2022-06-04,1790.0
400030345,2022-06-11,2685.0
400030345,2022-06-26,4040.41
400030345,2022-07-11,5028.04
400030345,2022-07-26,5895.299999999999
400030345,2022-08-10,6591.540000000001
400030345,2022-08-25,7278.52
400030345,2022-09-09,7951.34
400030345,2022-09-24,8587.13
400030345,2022-10-09,9204.4
400030345,2022-10-24,9821.67
400030345,2022-11-08,10438.94
400030345,2022-11-23,11056.24
400031819,2022-06-02,3930.0
400031819,2022-06-09,5895.0
400031819,2022-06-24,8875.41
400031819,2022-07-09,10504.140000000001
400031819,2022-07-24,11861.41
400031819,2022-08-08,13218.68
400031819,2022-08-23,14575.95
400031819,2022-09-07,15933.22
400031819,2022-09-22,17290.489999999998
400031819,2022-10-07,18647.76
400031819,2022-10-22,20005.03
400031819,2022-11-06,21362.3
400031819,2022-11-21,22719.6
400032001,2022-06-02,4200.0
400032001,2022-06-17,6300.0
400032001,2022-07-02,8490.0
400032001,2022-07-17,10410.0
400032001,2022-08-01,11890.8
400032001,2022-08-16,13090.8
400032001,2022-08-31,14290.8
400032001,2022-09-15,15490.8
400032001,2022-09-30,16690.8
400032001,2022-10-15,17890.8
400032001,2022-10-30,19090.8
400032001,2022-11-14,20290.8
400032001,2022-11-29,21490.8
400032274,2022-06-02,3930.0
400032274,2022-06-09,5895.0
400032274,2022-06-24,7670.31
400032274,2022-07-09,9027.580000000002
400032274,2022-07-24,10384.85
400032274,2022-08-08,11742.12
400032274,2022-08-23,13099.390000000001
400032274,2022-09-07,14456.66
400032274,2022-09-22,15813.93
400032274,2022-10-07,17171.2
400032274,2022-10-22,18528.47
400032274,2022-11-06,19885.74
400032274,2022-11-21,21243.04
400033195,2022-06-02,2850.0
400033195,2022-07-02,4750.0
400033195,2022-08-01,6120.0
400033195,2022-08-31,7490.0
400033195,2022-09-30,8860.0
400033195,2022-10-30,10230.0
400033195,2022-11-29,11600.0
400036768,2022-06-17,10350.0
400037481,2022-06-17,2300.0
400037917,2022-06-02,2850.0
400037917,2022-06-09,4275.0
400037917,2022-06-24,5489.21
400037917,2022-07-09,6475.570000000001
400037917,2022-07-24,7461.93
400037917,2022-08-08,8448.29
400037917,2022-08-23,9434.65
400037917,2022-09-07,10421.01
400037917,2022-09-22,11407.37
400037917,2022-10-07,12393.730000000001
400037917,2022-10-22,13380.09
400037917,2022-11-06,14366.45
400037917,2022-11-21,15352.85
400038320,2022-06-02,1450.0
400038320,2022-07-02,2390.0
400038320,2022-08-01,3080.0
400038320,2022-08-31,3770.0
400038320,2022-09-30,4460.0
400038320,2022-10-30,5150.0
400038320,2022-11-29,5840.0
400039407,2022-06-17,11500.0
400039450,2022-06-02,2140.0
400039450,2022-06-09,3210.0
400039450,2022-06-24,5808.990000000001
400039450,2022-07-09,7536.59
400039450,2022-07-24,8954.37
400039450,2022-08-08,9927.16
400039450,2022-08-23,10869.939999999999
400039450,2022-09-07,11783.92
400039450,2022-09-22,12668.34
400039450,2022-10-07,13523.5
400039450,2022-10-22,14350.16
400039450,2022-11-06,15148.009999999998
400039450,2022-11-21,15917.51
400041494,2022-07-08,3450.0
400043486,2022-06-02,1430.0
400043486,2022-06-09,2145.0
400043486,2022-06-24,2676.6400000000003
400043486,2022-07-09,3170.2700000000004
400043486,2022-07-24,3663.9
400043486,2022-08-08,4157.530000000001
400043486,2022-08-23,4651.16
400043486,2022-09-07,5144.79
400043486,2022-09-22,5638.42
400043486,2022-10-07,6132.05
400043486,2022-10-22,6625.68
400043486,2022-11-06,7119.31
400043486,2022-11-21,7613.01
400044119,2022-06-12,1070.0
400044119,2022-06-19,1605.0
400044119,2022-07-04,2402.34
400044119,2022-07-19,2994.34
400044119,2022-08-03,3514.19
400044119,2022-08-18,3928.59
400044119,2022-09-02,4337.44
400044119,2022-09-17,4740.74
400044119,2022-10-02,5112.59
400044119,2022-10-17,5482.59
400044119,2022-11-01,5852.59
400044119,2022-11-16,6222.59
400044119,2022-12-01,6592.59
400053373,2022-06-02,3210.0
400053373,2022-06-09,4815.0
400053373,2022-06-24,7121.58
400053373,2022-07-09,8231.58
400053373,2022-07-24,9341.58
400053373,2022-08-08,10451.58
400053373,2022-08-23,11561.58
400053373,2022-09-07,12671.58
400053373,2022-09-22,13781.58
400053373,2022-10-07,14891.58
400053373,2022-10-22,16001.58
400053373,2022-11-06,17111.58
400053373,2022-11-21,18221.58
400053811,2022-06-02,1820.0
400053811,2022-06-17,2730.0
400053811,2022-07-02,3859.9100000000003
400053811,2022-07-17,4801.54
400053811,2022-08-01,5504.500000000001
400053811,2022-08-16,6170.37
400053811,2022-08-31,6725.389999999999
400053811,2022-09-15,7254.48
400053811,2022-09-30,7783.57
400053811,2022-10-15,8312.66
400053811,2022-10-30,8841.75
400053811,2022-11-14,9370.84
400053811,2022-11-29,9899.939999999999
400054275,2022-06-18,9200.0
400056138,2022-06-02,2140.0
400056138,2022-06-09,3210.0
400056138,2022-06-24,4804.6900000000005
400056138,2022-07-09,5988.6900000000005
400056138,2022-07-24,7028.39
400056138,2022-08-08,7857.1900000000005
400056138,2022-08-23,8674.89
400056138,2022-09-07,9481.49
400056138,2022-09-22,10276.99
400056138,2022-10-07,11019.95
400056138,2022-10-22,11759.95
400056138,2022-11-06,12499.95
400056138,2022-11-21,13239.95
400056232,2022-06-17,10350.0
400059626,2022-06-17,11500.0
400063286,2022-06-02,5070.0
400063286,2022-06-17,7605.0
400063286,2022-07-02,9306.949999999999
400063286,2022-07-17,10767.849999999999
400063286,2022-08-01,12228.75
400063286,2022-08-16,13689.65
400063286,2022-08-31,15150.55
400063286,2022-09-15,16611.45
400063286,2022-09-30,18072.35
400063286,2022-10-15,19533.25
400063286,2022-10-30,20994.15
400063286,2022-11-14,22455.05
400063286,2022-11-29,23916.05
400064814,2022-06-17,23000.0
400071214,2022-06-02,3220.0
400071214,2022-06-17,4830.0
400071214,2022-07-02,6525.59
400071214,2022-07-17,8012.13
400071214,2022-08-01,9192.07
400071214,2022-08-16,10344.140000000001
400071214,2022-08-31,11370.78
400071214,2022-09-15,12316.6
400071214,2022-09-30,13245.69
400071214,2022-10-15,14174.78
400071214,2022-10-30,15103.869999999999
400071214,2022-11-14,16032.96
400071214,2022-11-29,16962.06
400073383,2022-06-18,11500.0
400074267,2022-06-17,4675.95
400075533,2022-06-04,1790.0
400075533,2022-06-11,2685.0
400075533,2022-06-26,4015.21
400075533,2022-07-11,5218.84
400075533,2022-07-26,6218.339999999999
400075533,2022-08-10,6950.84
400075533,2022-08-25,7659.38
400075533,2022-09-09,8343.84
400075533,2022-09-24,8998.15
400075533,2022-10-09,9615.42
400075533,2022-10-24,10232.69
400075533,2022-11-08,10849.960000000001
400075533,2022-11-23,11467.26
400077292,2022-06-02,6900.0
400077292,2022-07-02,11700.0
400077292,2022-08-01,15080.0
400077292,2022-08-31,18460.0
400077292,2022-09-30,21840.0
400077292,2022-10-30,25220.0
400077292,2022-11-29,28600.0
400079780,2022-06-02,1820.0
400079780,2022-06-17,2730.0
400079780,2022-07-02,3705.07
400079780,2022-07-17,4297.65
400079780,2022-08-01,4826.74
400079780,2022-08-16,5355.83
400079780,2022-08-31,5884.919999999999
400079780,2022-09-15,6414.009999999999
400079780,2022-09-30,6943.099999999999
400079780,2022-10-15,7472.19
400079780,2022-10-30,8001.28
400079780,2022-11-14,8530.37
400079780,2022-11-29,9059.47
400081335,2022-06-02,3210.0
400081335,2022-06-09,4815.0
400081335,2022-06-24,6010.47
400081335,2022-07-09,7120.47
400081335,2022-07-24,8230.47
400081335,2022-08-08,9340.47
400081335,2022-08-23,10450.47
400081335,2022-09-07,11560.47
400081335,2022-09-22,12670.47
400081335,2022-10-07,13780.47
400081335,2022-10-22,14890.47
400081335,2022-11-06,16000.47
400081335,2022-11-21,17110.47
400081766,2022-06-03,920.0
400081766,2022-06-18,1380.0
400081766,2022-07-03,1908.69
400081766,2022-07-18,2350.1800000000003
400081766,2022-08-02,2677.75
400081766,2022-08-17,2943.2000000000003
400081766,2022-09-01,3208.65
400081766,2022-09-16,3474.1
400081766,2022-10-01,3739.55
400081766,2022-10-16,4005.0
400081766,2022-10-31,4270.45
400081766,2022-11-15,4535.900000000001
400081766,2022-11-30,4801.400000000001
400082432,2022-06-04,1070.0
400082432,2022-06-11,1605.0
400082432,2022-06-26,2402.34
400082432,2022-07-11,2999.7400000000002
400082432,2022-07-26,3399.71
400082432,2022-08-10,3769.71
400082432,2022-08-25,4139.709999999999
400082432,2022-09-09,4509.709999999999
400082432,2022-09-24,4879.709999999999
400082432,2022-10-09,5249.709999999999
400082432,2022-10-24,5619.709999999999
400082432,2022-11-08,5989.709999999999
400082432,2022-11-23,6359.709999999999
400084027,2022-06-17,8050.0
400087077,2022-06-02,920.0
400087077,2022-06-17,1380.0
400087077,2022-07-02,2112.51
400087077,2022-07-17,2720.41
400087077,2022-08-01,3147.7
400087077,2022-08-16,3556.37
400087077,2022-08-31,3890.4300000000003
400087077,2022-09-15,4213.389999999999
400087077,2022-09-30,4526.21
400087077,2022-10-15,4828.9
400087077,2022-10-30,5121.46
400087077,2022-11-14,5403.67
400087077,2022-11-29,5675.950000000001
400089436,2022-06-17,3450.0
400090833,2022-06-02,1820.0
400090833,2022-06-17,2730.0
400090833,2022-07-02,3637.3900000000003
400090833,2022-07-17,4166.4800000000005
400090833,2022-08-01,4695.570000000001
400090833,2022-08-16,5224.660000000001
400090833,2022-08-31,5753.75
400090833,2022-09-15,6282.84
400090833,2022-09-30,6811.93
400090833,2022-10-15,7341.02
400090833,2022-10-30,7870.110000000001
400090833,2022-11-14,8399.2
400090833,2022-11-29,8928.3
400095589,2022-06-02,720.0
400095589,2022-07-02,1190.0
400095589,2022-08-01,1534.35
400095589,2022-08-31,1878.35
400095589,2022-09-30,2222.35
400095589,2022-10-30,2566.35
400095589,2022-11-29,2910.35
400097284,2022-06-02,1430.0
400097284,2022-06-09,2145.0
400097284,2022-06-24,3253.1
400097284,2022-07-09,3963.9300000000003
400097284,2022-07-24,4457.5599999999995
400097284,2022-08-08,4951.1900000000005
400097284,2022-08-23,5444.82
400097284,2022-09-07,5938.45
400097284,2022-09-22,6432.08
400097284,2022-10-07,6925.71
400097284,2022-10-22,7419.34
400097284,2022-11-06,7912.97
400097284,2022-11-21,8406.67
400097568,2022-06-02,3570.0
400097568,2022-06-09,5355.0
400097568,2022-06-24,8013.47
400097568,2022-07-09,9987.28
400097568,2022-07-24,11720.529999999999
400097568,2022-08-08,13102.19
400097568,2022-08-23,14471.260000000002
400097568,2022-09-07,15793.710000000001
400097568,2022-09-22,17027.34
400097568,2022-10-07,18260.97
400097568,2022-10-22,19494.600000000002
400097568,2022-11-06,20728.230000000003
400097568,2022-11-21,21961.93
400099279,2022-06-19,11500.0
400100280,2022-06-04,1430.0
400100280,2022-06-11,2145.0
400100280,2022-06-26,3458.63
400100280,2022-07-11,4361.24
400100280,2022-07-26,5114.31
400100280,2022-08-10,5680.6
400100280,2022-08-25,6227.62
400100280,2022-09-09,6727.18
400100280,2022-09-24,7220.8099999999995
400100280,2022-10-09,7714.4400000000005
400100280,2022-10-24,8208.07
400100280,2022-11-08,8701.7
400100280,2022-11-23,9195.4
400102979,2022-06-02,4600.0
400102979,2022-06-17,6900.0
400102979,2022-07-02,9369.970000000001
400102979,2022-07-17,11493.600000000002
400102979,2022-08-01,13182.8
400102979,2022-08-16,14828.61
400102979,2022-08-31,16481.800000000003
400102979,2022-09-15,18082.55
400102979,2022-09-30,19631.16
400102979,2022-10-15,21127.93
400102979,2022-10-30,22572.88
400102979,2022-11-14,23966.74
400102979,2022-11-29,25311.29
400104071,2022-06-02,720.0
400104071,2022-07-02,1190.0
400104071,2022-08-01,1577.69
400104071,2022-08-31,1955.06
400104071,2022-09-30,2322.11
400104071,2022-10-30,2678.84
400104071,2022-11-29,3025.25
400104225,2022-06-17,1150.0
400104958,2022-06-17,9200.0
400107932,2022-06-17,17250.0
400111709,2022-06-20,5750.0
400114009,2022-06-02,5600.0
400114009,2022-07-02,9450.0
400114009,2022-08-01,12515.44
400114009,2022-08-31,15499.28
400114009,2022-09-30,18401.52
400114009,2022-10-30,21222.16
400114009,2022-11-29,23961.2
400115407,2022-06-02,4280.0
400115407,2022-06-09,6420.0
400115407,2022-06-24,9609.39
400115407,2022-07-09,11977.39
400115407,2022-07-24,13936.91
400115407,2022-08-08,15416.91
400115407,2022-08-23,16896.91
400115407,2022-09-07,18376.91
400115407,2022-09-22,19856.91
400115407,2022-10-07,21336.91
400115407,2022-10-22,22816.91
400115407,2022-11-06,24296.91
400115407,2022-11-21,25776.91
400115567,2022-06-02,2740.0
400115567,2022-06-17,4110.0
400115567,2022-07-02,5579.08
400115567,2022-07-17,6850.34
400115567,2022-08-01,7702.09
400115567,2022-08-16,8496.630000000001
400115567,2022-08-31,9291.17
400115567,2022-09-15,10085.710000000001
400115567,2022-09-30,10880.25
400115567,2022-10-15,11674.79
400115567,2022-10-30,12469.330000000002
400115567,2022-11-14,13263.87
400115567,2022-11-29,14058.470000000001
400116494,2022-06-02,4200.0
400116494,2022-06-17,6300.0
400116494,2022-07-02,8490.0
400116494,2022-07-17,10410.0
400116494,2022-08-01,11934.0
400116494,2022-08-16,13422.0
400116494,2022-08-31,14748.0
400116494,2022-09-15,16056.0
400116494,2022-09-30,17346.0
400116494,2022-10-15,18618.0
400116494,2022-10-30,19868.4
400116494,2022-11-14,21068.4
400116494,2022-11-29,22268.4
400116759,2022-06-12,6900.0
400116759,2022-07-12,11700.0
400116759,2022-08-11,15080.0
400116759,2022-09-10,18460.0
400116759,2022-10-10,21840.0
400116759,2022-11-09,25220.0
400116759,2022-12-09,28600.0
400117056,2022-06-03,3220.0
400117056,2022-06-18,4830.0
400117056,2022-07-03,6536.71
400117056,2022-07-18,8023.25
400117056,2022-08-02,9203.19
400117056,2022-08-17,10355.260000000002
400117056,2022-09-01,11381.900000000001
400117056,2022-09-16,12394.600000000002
400117056,2022-10-01,13323.690000000002
400117056,2022-10-16,14252.780000000002
400117056,2022-10-31,15181.87
400117056,2022-11-15,16110.960000000001
400117056,2022-11-30,17040.059999999998
400118000,2022-06-02,3500.0
400118000,2022-07-02,5910.0
400118000,2022-08-01,7637.2
400118000,2022-08-31,9337.2
400118000,2022-09-30,11037.2
400118000,2022-10-30,12737.2
400118000,2022-11-29,14437.2
400123081,2022-06-17,6900.0
400126029,2022-06-02,0.0
400126029,2022-06-17,1752.0
400126029,2022-07-02,3734.33
400126029,2022-07-17,5433.2300000000005
400126029,2022-08-01,6815.93
400126029,2022-08-16,8163.81
400126029,2022-08-31,9307.379999999997
400126029,2022-09-15,10369.189999999999
400126029,2022-09-30,11431.0
400126029,2022-10-15,12492.809999999998
400126029,2022-10-30,13554.619999999999
400126029,2022-11-14,14616.429999999997
400126029,2022-11-29,15678.329999999998
400126059,2022-06-17,14950.0
400126932,2022-07-03,10350.0
400127558,2022-06-14,720.0
400127558,2022-07-14,1190.0
400127558,2022-08-13,1534.0
400127558,2022-09-12,1878.0
400127558,2022-10-12,2222.0
400127558,2022-11-11,2566.0
400127558,2022-12-11,2910.0
400127647,2022-06-17,8050.0
400128637,2022-06-02,3500.0
400128637,2022-07-02,5910.0
400128637,2022-08-01,7825.9
400128637,2022-08-31,9690.8
400128637,2022-09-30,11504.7
400128637,2022-10-30,13267.6
400128637,2022-11-29,14979.5
400131779,2022-06-02,720.0
400131779,2022-06-09,1080.0
400131779,2022-06-24,1574.79
400131779,2022-07-09,1822.06
400131779,2022-07-24,2069.33
400131779,2022-08-08,2316.6
400131779,2022-08-23,2563.87
400131779,2022-09-07,2811.14
400131779,2022-09-22,3058.41
400131779,2022-10-07,3305.68
400131779,2022-10-22,3552.9500000000003
400131779,2022-11-06,3800.2200000000003
400131779,2022-11-21,4047.52
400133111,2022-06-18,7089.87
400134285,2022-06-26,3210.0
400134285,2022-07-03,4815.0
400134285,2022-07-18,7207.05
400134285,2022-08-02,8983.05
400134285,2022-08-17,10542.6
400134285,2022-09-01,11785.8
400134285,2022-09-16,13012.35
400134285,2022-10-01,14224.02
400134285,2022-10-16,15339.57
400134285,2022-10-31,16449.57
400134285,2022-11-15,17559.57
400134285,2022-11-30,18669.57
400134285,2022-12-15,19779.57
400135416,2022-06-17,10350.0
400137396,2022-06-02,1820.0
400137396,2022-06-17,2730.0
400137396,2022-07-02,3608.29
400137396,2022-07-17,4137.38
400137396,2022-08-01,4666.47
400137396,2022-08-16,5195.56
400137396,2022-08-31,5724.65
400137396,2022-09-15,6253.74
400137396,2022-09-30,6782.83
400137396,2022-10-15,7311.92
400137396,2022-10-30,7841.01
400137396,2022-11-14,8370.1
400137396,2022-11-29,8899.2
400138751,2022-06-17,12650.0
400142172,2022-06-02,1790.0
400142172,2022-06-09,2685.0
400142172,2022-06-24,3587.45
400142172,2022-07-09,4204.72
400142172,2022-07-24,4821.99
400142172,2022-08-08,5439.26
400142172,2022-08-23,6056.530000000001
400142172,2022-09-07,6673.8
400142172,2022-09-22,7291.07
400142172,2022-10-07,7908.34
400142172,2022-10-22,8525.61
400142172,2022-11-06,9142.880000000001
400142172,2022-11-21,9760.18
400144736,2022-06-02,2850.0
400144736,2022-07-02,4750.0
400144736,2022-08-01,6248.78
400144736,2022-08-31,7706.46
400144736,2022-09-30,9123.04
400144736,2022-10-30,10498.52
400144736,2022-11-29,11868.52
400145464,2022-07-05,2204.8
400150416,2022-06-02,1790.0
400150416,2022-06-09,2685.0
400150416,2022-06-24,3492.39
400150416,2022-07-09,4109.66
400150416,2022-07-24,4726.929999999999
400150416,2022-08-08,5344.2
400150416,2022-08-23,5961.47
400150416,2022-09-07,6578.74
400150416,2022-09-22,7196.009999999999
400150416,2022-10-07,7813.28
400150416,2022-10-22,8430.550000000001
400150416,2022-11-06,9047.820000000002
400150416,2022-11-21,9665.12
400151171,2022-06-17,17250.0
400158902,2022-07-12,10465.76
400159323,2022-06-02,3220.0
400159323,2022-06-17,4830.0
400159323,2022-07-02,6525.59
400159323,2022-07-17,8012.13
400159323,2022-08-01,9192.07
400159323,2022-08-16,10344.140000000001
400159323,2022-08-31,11370.78
400159323,2022-09-15,12383.480000000001
400159323,2022-09-30,13382.25
400159323,2022-10-15,14367.080000000002
400159323,2022-10-30,15337.97
400159323,2022-11-14,16267.06
400159323,2022-11-29,17196.16
400161391,2022-06-03,7770.0
400161391,2022-06-18,11655.0
400161391,2022-07-03,15930.47
400161391,2022-07-18,19678.82
400161391,2022-08-02,22654.07
400161391,2022-08-17,25559.039999999997
400161391,2022-09-01,28147.739999999998
400161391,2022-09-16,30701.3
400161391,2022-10-01,33219.72
400161391,2022-10-16,35703.0
400161391,2022-10-31,38151.14
400161391,2022-11-15,40545.399999999994
400161391,2022-11-30,42888.2
400161627,2022-06-02,3680.0
400161627,2022-06-17,5520.0
400161627,2022-07-02,8462.689999999999
400161627,2022-07-17,10900.9
400161627,2022-08-01,12614.2
400161627,2022-08-16,14251.76
400161627,2022-08-31,15591.66
400161627,2022-09-15,16889.3
400161627,2022-09-30,18144.98
400161627,2022-10-15,19359.0
400161627,2022-10-30,20531.67
400161627,2022-11-14,21663.28
400161627,2022-11-29,22754.300000000003
400161775,2022-06-10,2140.0
400161775,2022-06-17,3210.0
400161775,2022-07-02,4877.290000000001
400161775,2022-07-17,6061.290000000001
400161775,2022-08-01,7100.990000000001
400161775,2022-08-16,7929.790000000001
400161775,2022-08-31,8674.970000000001
400161775,2022-09-15,9414.970000000001
400161775,2022-09-30,10154.970000000001
400161775,2022-10-15,10894.970000000001
400161775,2022-10-30,11634.970000000001
400161775,2022-11-14,12374.970000000001
400161775,2022-11-29,13114.970000000001
400166145,2022-07-03,3000.0
400167494,2022-06-02,3210.0
400167494,2022-06-09,4815.0
400167494,2022-06-24,6523.29
400167494,2022-07-09,7633.29
400167494,2022-07-24,8743.29
400167494,2022-08-08,9853.29
400167494,2022-08-23,10963.29
400167494,2022-09-07,12073.29
400167494,2022-09-22,13183.29
400167494,2022-10-07,14293.29
400167494,2022-10-22,15403.29
400167494,2022-11-06,16513.29
400167494,2022-11-21,17623.29
400167955,2022-06-02,3680.0
400167955,2022-06-17,5520.0
400167955,2022-07-02,7457.8099999999995
400167955,2022-07-17,8604.57
400167955,2022-08-01,9666.380000000001
400167955,2022-08-16,10728.19
400167955,2022-08-31,11790.0
400167955,2022-09-15,12851.810000000001
400167955,2022-09-30,13913.62
400167955,2022-10-15,14975.43
400167955,2022-10-30,16037.24
400167955,2022-11-14,17099.05
400167955,2022-11-29,18160.95
400170165,2022-06-21,11500.0
400171697,2022-06-17,3450.0
400172533,2022-06-06,1430.0
400172533,2022-06-13,2145.0
400172533,2022-06-28,3232.95
400172533,2022-07-13,3845.06
400172533,2022-07-28,4338.6900000000005
400172533,2022-08-12,4832.320000000001
400172533,2022-08-27,5325.95
400172533,2022-09-11,5819.58
400172533,2022-09-26,6313.21
400172533,2022-10-11,6806.84
400172533,2022-10-26,7300.47
400172533,2022-11-10,7794.1
400172533,2022-11-25,8287.800000000001
400173126,2022-06-02,3680.0
400173126,2022-06-17,5520.0
400173126,2022-07-02,8462.689999999999
400173126,2022-07-17,10900.9
400173126,2022-08-01,12614.2
400173126,2022-08-16,14251.76
400173126,2022-08-31,15591.66
400173126,2022-09-15,16889.3
400173126,2022-09-30,18144.98
400173126,2022-10-15,19359.0
400173126,2022-10-30,20531.67
400173126,2022-11-14,21663.28
400173126,2022-11-29,22754.300000000003
400175023,2022-07-01,3570.0
400175023,2022-07-08,5355.0
400175023,2022-07-23,8167.070000000001
400175023,2022-08-07,10230.61
400175023,2022-08-22,11986.179999999998
400175023,2022-09-06,13373.78
400175023,2022-09-21,14736.940000000002
400175023,2022-10-06,16007.580000000002
400175023,2022-10-21,17241.21
400175023,2022-11-05,18474.84
400175023,2022-11-20,19708.47
400175023,2022-12-05,20942.100000000002
400175023,2022-12-20,22175.8
400176877,2022-07-09,10350.0
400177925,2022-06-19,1150.0
400184670,2022-06-02,720.0
400184670,2022-06-09,1080.0
400184670,2022-06-24,1622.9599999999998
400184670,2022-07-09,2198.28
400184670,2022-07-24,2672.17
400184670,2022-08-08,2996.3
400184670,2022-08-23,3309.8099999999995
400184670,2022-09-07,3613.9100000000003
400184670,2022-09-22,3908.5999999999995
400184670,2022-10-07,4193.88
400184670,2022-10-22,4469.75
400184670,2022-11-06,4735.900000000001
400184670,2022-11-21,4992.82
400185392,2022-06-02,1070.0
400185392,2022-06-09,1605.0
400185392,2022-06-24,2414.42
400185392,2022-07-09,2843.62
400185392,2022-07-24,3213.62
400185392,2022-08-08,3583.62
400185392,2022-08-23,3953.62
400185392,2022-09-07,4323.62
400185392,2022-09-22,4693.62
400185392,2022-10-07,5063.62
400185392,2022-10-22,5433.62
400185392,2022-11-06,5803.62
400185392,2022-11-21,6173.62
400187495,2022-06-05,4600.0
400187495,2022-06-20,6900.0
400187495,2022-07-05,10546.57
400187495,2022-07-20,13568.140000000001
400187495,2022-08-04,15696.449999999999
400187495,2022-08-19,17729.21
400187495,2022-09-03,19395.120000000003
400187495,2022-09-18,21008.53
400187495,2022-10-03,22569.74
